"ABC transporters"	"Acute myeloid leukemia"	"Adherens junction"	"Adipocytokine signaling pathway"	"Aldosterone-regulated sodium reabsorption"	"Allograft rejection"	"Alzheimers disease"	"Amoebiasis"	"Amyotrophic lateral sclerosis (ALS)"	"Antigen processing and presentation"	"Apoptosis"	"Arrhythmogenic right ventricular cardiomyopathy (ARVC)"	"Asthma"	"Autoimmune thyroid disease"	"Axon guidance"	"B cell receptor signaling pathway"	"Bacterial invasion of epithelial cells"	"Basal cell carcinoma"	"Basal transcription factors"	"Base excision repair"	"Bladder cancer"	"Calcium signaling pathway"	"Carbohydrate digestion and absorption"	"Cardiac muscle contraction"	"Cell adhesion molecules (CAMs)"	"Cell cycle"	"Chagas disease"	"Chemokine signaling pathway"	"Chronic myeloid leukemia"	"Circadian rhythm - mammal"	"Collecting duct acid secretion"	"Colorectal cancer"	"Complement and coagulation cascades"	"Cytokine-cytokine receptor interaction"	"Cytosolic DNA-sensing pathway"	"Dilated cardiomyopathy"	"DNA replication"	"Dorso-ventral axis formation"	"ECM-receptor interaction"	"Endocytosis"	"Endometrial cancer"	"Epithelial cell signaling in Helicobacter pylori infection"	"ErbB signaling pathway"	"Fc epsilon RI signaling pathway"	"Fc gamma R-mediated phagocytosis"	"Focal adhesion"	"Gap junction"	"Gastric acid secretion"	"Glioma"	"GnRH signaling pathway"	"Graft-versus-host disease"	"Hedgehog signaling pathway"	"Hematopoietic cell lineage"	"Homologous recombination"	"Huntingtons disease"	"Hypertrophic cardiomyopathy (HCM)"	"Insulin signaling pathway"	"Intestinal immune network for IgA production"	"Jak-STAT signaling pathway"	"Leishmaniasis"	"Leukocyte transendothelial migration"	"Long-term depression"	"Long-term potentiation"	"Lysosome"	"Malaria"	"MAPK signaling pathway"	"Maturity onset diabetes of the young"	"Melanogenesis"	"Melanoma"	"Mismatch repair"	"mTOR signaling pathway"	"Natural killer cell mediated cytotoxicity"	"Neuroactive ligand-receptor interaction"	"Neurotrophin signaling pathway"	"NOD-like receptor signaling pathway"	"Non-homologous end-joining"	"Non-small cell lung cancer"	"Notch signaling pathway"	"Nucleotide excision repair"	"Olfactory transduction"	"Oocyte meiosis"	"p53 signaling pathway"	"Pancreatic cancer"	"Pancreatic secretion"	"Parkinsons disease"	"Pathogenic Escherichia coli infection"	"Pathways in cancer"	"Peroxisome"	"Phagosome"	"Phosphatidylinositol signaling system"	"Phototransduction"	"PPAR signaling pathway"	"Primary immunodeficiency"	"Prion diseases"	"Progesterone-mediated oocyte maturation"	"Prostate cancer"	"Proteasome"	"Protein export"	"Protein processing in endoplasmic reticulum"	"Proximal tubule bicarbonate reclamation"	"Regulation of actin cytoskeleton"	"Regulation of autophagy"	"Renal cell carcinoma"	"Renin-angiotensin system"	"Ribosome"	"RIG-I-like receptor signaling pathway"	"RNA degradation"	"RNA polymerase"	"Salivary secretion"	"Shigellosis"	"Small cell lung cancer"	"SNARE interactions in vesicular transport"	"Spliceosome"	"Systemic lupus erythematosus"	"T cell receptor signaling pathway"	"Taste transduction"	"TGF-beta signaling pathway"	"Thyroid cancer"	"Tight junction"	"Toll-like receptor signaling pathway"	"Toxoplasmosis"	"Type I diabetes mellitus"	"Type II diabetes mellitus"	"Ubiquitin mediated proteolysis"	"Vascular smooth muscle contraction"	"Vasopressin-regulated water reabsorption"	"VEGF signaling pathway"	"Vibrio cholerae infection"	"Viral myocarditis"	"Wnt signaling pathway"
"Chemokine signaling pathway"	1	7.66193140720977e-25	0.00419762683354687	1.92512346513684e-05	9.07485531704308e-08	1	0.580168185302627	3.3405294651313e-11	0.901827601076491	1	4.50079918772155e-11	1	0.752900406389332	1	1.54771892043848e-06	1.26124494504498e-30	7.06612659995941e-15	0.91011074549435	1	1	5.02054046503185e-05	0.00132645065132785	1.19928986059668e-08	1	1	0.996500022865611	3.89050774670921e-21	0	9.37287697837577e-30	1	1	2.19312992579028e-14	1	1.36489944984435e-34	2.70841179843173e-06	0.000115987667650923	1	5.69584017887152e-05	1	0.00249795973366855	4.50898840102119e-20	1.30714504830636e-08	5.35500249895654e-24	1.12430009025727e-20	2.03389500419176e-21	5.61351522002404e-20	4.25631599164769e-21	1.15409376162529e-12	5.54711967305278e-21	2.1091571876404e-19	1	0.0883578384858413	1	1	0.960260226463348	1	6.05658745144893e-19	0.00480098491068885	6.67858845024636e-06	0.00103190860473196	3.23733471990897e-17	2.64961055024432e-09	3.40885507051657e-13	1	0.646611277109152	2.4976205854077e-10	1	3.58277836996964e-17	4.60093037395569e-11	1	1.70711655810857e-08	3.21488939987379e-15	0.999995098421977	7.26865720308256e-28	3.40718996720518e-11	1	1.37827357290154e-19	1	1	0.998275170520081	2.02692259235789e-05	1	5.81645591171336e-20	1.58821515056295e-07	1	0.0381903753221951	1.12793040169859e-10	1	0.992762307174472	1.93795765101503e-05	0.0011536103907711	1	0.443305850059237	8.16698648612453e-05	5.35500249895654e-24	5.28675312812635e-19	1	1	1	1	1.93510957058922e-15	1	1.89252536087698e-22	1	1	0.00288168235000182	1	1	2.02647803412117e-08	5.43326487462549e-13	7.67092176934923e-09	1	1	1	7.11714622202599e-24	1.16325541277237e-06	0.295082871662101	0.000159946808775066	0.000494349465591798	3.58277836996964e-17	4.60264003908004e-12	1	3.96787242662429e-08	1	1.12641823676504e-13	0.00228456936366297	1.34024082097532e-16	0.00899453057449121	0.836707536842509	0.00172040464183181
"Chronic myeloid leukemia"	1	9.2387075331474e-51	0.00132328364377546	9.07500513955844e-08	3.14069988317057e-11	1	0.526962220296642	9.13865115632573e-09	0.0557475873235875	1	1.74721264091395e-18	1	1	1	0.0186364805554627	6.10607773303278e-33	5.81350648391037e-16	0.600708059854213	1	1	6.35442855738545e-28	1	4.16593060296353e-11	1	1	2.71515813276668e-16	8.23032909483739e-24	9.37287697837577e-30	0	1	1	9.40144347687682e-38	1	0.447014405170668	0.000272975179596578	0.192202522601901	1	9.25087874449961e-08	1	0.00044621084775266	1.04090016718299e-38	0.000106171488546483	5.66725697159862e-53	5.362246579839e-24	3.63460090642096e-15	7.62067026669001e-20	1.63530176292766e-07	1	8.54802067162099e-58	5.41224669256571e-07	1	1	1	1	0.593320734370529	0.163451202575302	4.65077479131087e-35	0.565745052235304	7.83836469628713e-17	2.29851515362958e-05	0.000113813030752029	1.39577899854982e-07	1.39577899854982e-07	1	0.0507121996928671	1.51832872746584e-18	1	0.000231425698993253	3.64986830192344e-43	1	3.15012091632051e-14	6.17390869792717e-22	1	8.11742692427564e-40	6.03781064865711e-06	1	6.70743767328349e-51	0.00705265408526815	1	1	0.288891641355134	0.000116621022616252	1.98304160620366e-60	1	1	0.626666512101203	2.24248332415891e-71	1	1	3.39259642857529e-05	1	1	0.441714130813574	0.00240132971670103	6.92699443313372e-16	1.85933702706664e-52	1	1	1	1	1.3143244103079e-12	1	1.19335355284958e-37	1	1	0.000991244024252459	1	1	1	4.10010659750208e-09	2.71150011099093e-31	1	1	1	3.91315829497313e-34	1	9.04566806658265e-07	3.0042590208641e-13	0.00606749976482879	1.9319689458374e-18	1.41695345295412e-19	1	1.1976548345543e-10	0.194390037807657	0.00272580554600001	1	2.32999565746801e-21	1	0.350965259933388	0.0114264102455176
"Circadian rhythm - mammal"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00382226844670924	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.376566119830061	1	1	1	1	0.000168650981301713	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.205302334646198	1	1.78162781472324e-05	1	1	1	1	1	0.829826999948338	1	1	1	1	1	1	1	1	1	1	1	0.00978913764157161	1	1	1	0.306960080588356	1	1	1	1	1	1	0.042662296881639	1	1	1	1	1	1	0.000841374932380259	1	1	1	1	1	1	5.51771582598483e-05	1	1	1	1	1	7.13427370583209e-06
"Collecting duct acid secretion"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	7.21413038197905e-35	1	1	1	1	1	0.0097735976717805	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5.32249881359464e-06	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.463966038340858	1	1	1	1	2.84080734679478e-26	1	1	1	1	1	1	1	1	1	1	0.131282507132915	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5.25838378256344e-37	1	1
"Colorectal cancer"	1	6.35530741749449e-33	1.24205988895213e-15	0.000299161981979864	4.81845796104394e-12	1	0.00836875176340337	1.3191575647303e-08	4.95391267564663e-07	1	3.42153309375328e-17	0.00390505695119432	1	1	6.17939059373299e-05	7.66398895012199e-25	2.87637180451997e-09	1.17243132333352e-10	1	1	1.39007454604534e-10	1	6.40613209653012e-12	1	1	8.44796693529546e-06	6.33593456219714e-26	2.19312992579027e-14	9.40144347687672e-38	1	1	0	1	0.313781669248312	1	0.136652567835472	1	0.000351021735214373	1	0.00712675528710897	4.46042216134133e-55	0.000324569813156462	4.23866845327482e-28	2.81432375483401e-24	3.2529316797532e-15	1.60349268294022e-23	0.00800329940267613	1	5.02214540461409e-23	8.55070527765273e-06	1	0.547510031347859	1	1	0.114766425853468	0.114895294636829	6.11379576097116e-20	0.50714473969466	1.31845919704133e-07	6.36527050766551e-05	5.0222049839631e-08	4.42967886977395e-05	4.42967886977395e-05	1	0.0336501272128955	2.21777812174919e-15	1	1.05514035195745e-07	8.8955266402275e-24	0.000250913371650736	2.70920455022633e-15	7.97389980952588e-15	1	3.47990254417403e-28	0.0015882531473021	1	1.39306164466082e-28	1	1	1	0.212632643427337	0.000351642625426159	2.24649654483295e-55	0.414645305861693	0.280299774659666	0.199090987787788	2.36442714291106e-73	1	0.897567192705157	9.971183864657e-06	1	1	1	0.00130876837182122	1.06649633916372e-21	9.86204360529673e-35	1	1	0.0824545060405871	1	3.27645129934598e-13	1	2.56398931503158e-27	1	1	0.0760527322085796	1	1	1	0.000232196648368301	3.6090809434982e-16	1	1	1	1.43173573230368e-19	1	1.09951702752805e-09	1.17216357037925e-17	0.0104184865826087	1.04777007615839e-18	1.5174667946687e-21	1	2.01578210046501e-14	1	0.0010422381427654	1	4.51643813600983e-23	1	6.94419803536182e-05	2.99682759500092e-20
"Complement and coagulation cascades"	1	1	1	1	1	1	1	0.0795409933216178	1	1	1	1	1	1	1	0.694402089501199	1	1	1	1	1	0.528092236676368	1	1	1	1	0.00520524696460052	1	1	1	1	1	0	1	1	1	1	1	0.735290369895686	0.962740416785525	1	1	1	1	1	0.96020962902632	1	1	1	1	1	1	0.0487355116062938	1	1	1	1	1	1	0.320351382434031	1	1	1	1	0.552424137472086	1	1	1	1	1	1	1	0.127742828147761	1	1	1	1	1	1	1	1	0.663747559209266	1	0.798356532854014	1	1	1	1	0.452261340674884	1	1	1	1	5.70305862832659e-11	1	1	1	1	1	1	0.435161153319196	1	1	1	1	1	1	1	1	1	1	1	1	2.33268655615775e-10	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.694402089501199	1
"Cytokine-cytokine receptor interaction"	1	0.707362083425727	0.667023374992435	0.374391677580812	1	2.07556784414169e-06	0.992507482572117	0.00130833530113531	0.624478330408907	0.955619343369058	5.10673429667146e-05	1	1.00746618995769e-05	1.20456293105112e-13	0.986263919306619	1	0.989446066542239	0.967345492001614	1	1	0.0113617691209669	0.998913852270584	1	1	0.998057451943994	0.985567061553494	9.52229727761951e-10	1.36489944984434e-34	0.447014405170669	1	1	0.313781669248312	1	0	1.8787519748615e-13	0.811646186116642	1	0.787729701729566	1	0.0102848103504754	0.828323290431648	0.110670088928999	0.97087580239411	0.335810337361496	1	0.147338749999853	0.293534989282574	1	0.192314490535067	0.998196135549342	0.00402343022203472	0.858323252837674	9.08510335908454e-19	1	1	0.583774436363669	1	7.68852122386654e-16	4.82896018233809e-82	0.000370991958894071	0.994635452741723	1	1	1	2.34824657885208e-09	0.252727603048898	1	0.949914318820293	0.0247165069457591	1	0.379887255609885	4.76444685031326e-09	0.997901506047652	0.996575606839763	5.63857470703126e-05	1	0.843974216553551	1	1	1	1	0.925723543906554	0.00266369147303765	1	1	1	0.0118051366667672	1	1	1	1	1	0.0163502322592595	0.154892348569383	1	0.283902677732235	0.94940086809932	1	1	1	0.978929087687728	4.1138139405213e-09	0.00820380735234888	1	1	4.81311895349416e-11	1	1	1	0.98142455645341	1	1	1	0.935235481509861	0.319986599975136	1	2.27728607334805e-09	1	1	3.91086352706865e-13	0.00588341107572283	0.000301007302374775	0.946137199552865	1	1	1	0.948129869506653	1	0.945376785499952	1
"Cytosolic DNA-sensing pathway"	1	0.000860036078867805	1	1.68200564973153e-05	1	1	0.886427348121021	0.042504760614923	0.491951936425148	1	1.13427945092499e-05	1	1	4.59187796558145e-14	1	3.55095159729649e-05	1	1	1	1	1	1	1	1	1	1	4.6964447111067e-07	2.70841179843172e-06	0.000272975179596578	1	1	1	1	1.8787519748615e-13	0	1	1	1	1	1	1	1.85683815469949e-05	1	1	1	1	1	1	1	1	0.105780936463488	1	0.310171760652345	1	1	0.663797788339666	0.829241660520727	0.471984108000912	3.37743058590493e-10	0.00221854807982774	1	1	1	1	0.02587149734163	0.119515034148076	1	1	1	1	1	7.05566234081661e-10	1	0.0204982323862296	2.4661121530509e-13	1	1	1	1	1	1	1	0.00173187560338478	1	1	1	0.116308203297791	1	1	1	1	1	0.359991834514896	0.00936671925573463	1	0.000797882590554548	1	1	1	1	1	5.60547266302772e-17	1	1	1	5.69404626723099e-42	1	1.34034212405262e-14	1	1.23715311199757e-05	0.000585843355985552	1	1	1	0.000361606911651065	1	1	1	1	2.9382769686931e-36	0.00132099503599922	0.444157173420658	0.451246036615475	1	1	1	1	1	1	1
"Dilated cardiomyopathy"	1	1	0.0690998374899219	0.756950626276268	0.586934383168933	0.569088804966643	0.13418037258775	8.36016131441741e-06	0.672780035898004	0.811780195428404	0.0349393940849776	7.42538456674551e-89	0.489755459410354	1	0.935628510243577	1	0.00376132514001277	1	1	1	1	4.19885150979438e-12	0.595581035443895	2.5775667411802e-40	0.00675767998658154	0.499073576861976	0.0201205183207974	0.000115987667650923	0.192202522601901	1	1	0.136652567835472	1	0.811646186116642	1	0	1	1	2.29560177241799e-19	0.621664341406478	1	1	1	0.811780195428404	1	9.90217433570056e-16	2.28353601935651e-10	1.18654735003778e-11	0.746388226764212	8.59025237467052e-13	0.604048615038607	0.0279995756556418	7.76401164239165e-05	1	1	2.99450574928455e-137	0.316077779395625	0.0841828498402046	1	0.00402605108815386	0.0106719061322429	0.428572508701276	0.000542272625439896	1	0.0205926638758658	1.86692339882655e-13	1	1.33863336669597e-08	0.776787223738605	1	0.665767635083333	0.945845923735139	0.997212535257229	1	0.729687730489414	1	1	1	1	0.91521432686378	5.75344687162477e-08	0.76707770791407	0.176494168861962	8.02281925469232e-07	1	0.0071200954296742	0.0369181366372614	1	0.00150602463654463	1	1	1	1	0.00554424738176996	1.56602496433517e-09	0.847978603850419	1	1	1	1	4.84105508530866e-13	1	0.176494168861962	1	1	0.776787223738605	1	1	1.9348678278386e-10	0.00192291732942158	0.00161941467624509	1	1	0.951398974513599	0.898827138093193	8.95772071876601e-06	0.0988036169136416	0.456417935206234	0.0203558066017341	0.884921798179291	0.0203558066017341	0.62046115659188	0.0727460793051243	1	1.01448713669474e-11	2.41669624716953e-06	1	1.1497500005024e-08	2.44991157663712e-09	0.382791908964547
"DNA replication"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4.69738075939218e-16	1	1	1	1	1	5.86424089424775e-05	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3.21430846096773e-13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.65654818895475e-30	1	1	1	1	1	0.107939828724689	1	1	7.08804734842772e-31	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"Dorso-ventral axis formation"	1	2.29756576539226e-08	0.00816794498638604	1	0.00156959789839296	1	0.244072443169397	1	1	1	1	1	1	1	0.0346277625544671	1.11884287576371e-07	1	1	1	1	2.74903257345768e-06	0.641719299130062	1	1	1	1	0.115265876095512	5.69584017887151e-05	9.25087874449962e-08	1	1	0.000351021735214373	1	0.787729701729566	1	1	1	0	1	0.69452338925216	1.89059347565288e-10	0.321020489173994	1.30098372448139e-08	1.61067594193191e-07	0.0155478684696352	8.44476927188919e-05	1.70800037588039e-08	1	1.21250856941688e-09	4.28647076399387e-08	1	1	1	1	1	1	6.93034821865393e-06	1	0.0548055277236893	0.0643238826615411	1	0.000559666870337409	0.000559666870337409	1	1	7.00457364478764e-05	1	0.00229667697634518	3.77030590834607e-05	1	0.0340341319841074	6.93034821865393e-06	1	3.95922808871904e-06	0.0469085633296782	1	2.59601750135764e-10	0.000118821438805399	1	1	0.00344542510280896	1	3.51809145744103e-05	1	1	1	4.17725796510497e-05	1	1	1	1	1	1	3.65082680939939e-05	0.000100703622441113	1.56157538640743e-08	1	1	1	1	0.000133274085610698	1	2.22902486709683e-09	1	1	1	1	1	1	0.0496700290810147	1	1	1	1	1.39549774507098e-06	1	0.0819101105156055	1.69423911686727e-05	0.536414255218276	0.0187939238142615	0.17347612831508	1	0.0282240146254927	1	0.0263451812610788	1	0.000765454348326852	1	1	1
"ECM-receptor interaction"	1	1	1	0.724811532374787	1	1	1	2.47068971686602e-23	1	1	1	2.24767326816392e-21	1	1	0.918097523333784	1	0.159458325891951	1	1	1	0.553592535274224	1	1	1	7.23451779339967e-06	1	1	1	1	1	1	1	0.735290369895686	1	1	2.29560177241801e-19	1	1	0	1	1	1	1	1	1	1.10201725342236e-74	1	1	1	1	1	1	6.12389072269833e-10	1	1	3.45732423192282e-20	1	0.244243988000344	1	0.410933334069298	0.66039529914638	1	1	1	2.33204654732072e-08	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.735290369895686	1	1	1	0.678638115705862	1.76554084644865e-08	1	3.56943550209283e-05	1	1	0.735290369895686	1	0.489090951928637	1	1	1	1	1	1	2.24454697657228e-10	1	1	1	1	1	1	1	1	0.120093210893281	1.00863620822306e-21	1	1	1	1	1	0.0216817601961068	1	1	0.860863629035579	1.39079503657482e-07	1	1	1	1	1	1	1	0.417569916771494	1
"Endocytosis"	1	0.0569464445974863	0.00056628827785609	1	0.864152046500598	0.00205691336681534	1	0.210424736165351	0.919722592490219	5.28865882935359e-05	0.985080640662169	1	1	0.0124757533125441	0.719749296533345	0.972080529650675	2.54542770268496e-09	1	1	1	0.0425196733171824	0.585132773856312	1	1	0.44079008217428	0.546044720840354	0.106267103962474	0.00249795973366854	0.000446210847752659	1	1	0.00712675528710897	0.962740416785525	0.0102848103504754	1	0.621664341406478	1	0.69452338925216	1	0	0.433984580869033	0.0360992075820664	0.0180909967514109	0.976972056634629	9.56613398852405e-05	0.0434431940974419	0.235256650559588	1	0.0779548829977867	0.323528600476536	0.00361521297300001	1	0.393650720699023	1	0.486677179489157	0.760729838873046	0.613602416463789	0.680237546499765	0.426163779177845	0.448635916747246	0.916572053907048	0.842081807680959	0.964489092279794	0.818800052543219	0.20813025906072	0.00260126774078466	1	0.85837433545703	0.0441451539636902	1	1	0.613602416463789	0.996406183642825	0.700147153743313	0.947852367725736	1	0.458606400739854	1	1	0.99999990306628	0.995764282158743	0.962740416785525	0.000306508610221407	0.95217033638471	1	0.765285590930836	7.79400901571259e-05	1	0.0143576776690187	0.707102977772091	0.0424915144293755	1	0.810271801642652	0.810271801642652	0.984342771261866	0.115571470822349	1	1	0.793065161792705	1	0.123321869192115	1	0.102788238997377	1	1	0.96615608016224	1	1	0.787655360584449	0.952625383383507	0.981904130627553	1	0.546044720840354	1	0.38205063821728	1	2.68142282308402e-05	0.147844739573328	0.0894462370619973	0.992419036188726	0.0200851484670385	0.00467017047452351	0.893025457517151	0.00452373668061456	0.996156523469784	0.050441650403812	0.469306968903399	1	0.0213522372111602	0.974229869301297
"Endometrial cancer"	1	1.52862580596452e-48	1.18171741338143e-12	0.043013609333316	1.48133162758585e-14	1	0.0454481989867065	2.38896855166659e-05	0.0235680445821815	1	4.84981086055525e-13	2.0931920635314e-06	1	1	0.00365408155847145	1.08125838887182e-28	3.15012091632052e-14	1.52782126661864e-11	1	1	1.69627602122745e-23	0.624181860001939	8.14058816963904e-13	1	0.803743446451943	0.0617798125103153	8.96943763009512e-11	4.50898840102114e-20	1.040900167183e-38	1	1	4.4604221613413e-55	1	0.828323290431648	1	1	1	1.89059347565288e-10	1	0.433984580869033	0	0.554158927636923	4.2447559494609e-42	2.51443467024104e-26	6.90458396814954e-14	1.82121036739577e-29	1.35409040111311e-11	1	1.22542056895856e-42	6.13533938712097e-11	1	0.485379820102628	1	1	0.645436716540283	1	6.86383064503567e-30	1	7.95434870481083e-12	0.0550029368155854	6.00436968433436e-09	4.61686776651456e-09	4.61686776651456e-09	1	1	4.56581458764086e-12	1	3.99894382574453e-12	3.96313515741267e-39	0.238010088910176	3.94737128764226e-18	3.48143478328049e-19	1	2.56454237928622e-29	0.163817377660615	1	1.57523462841094e-55	1	1	1	0.148245500570755	0.00827366310412099	2.60568234800761e-33	1	0.793964211072535	0.151449840070642	3.64316711529842e-51	1	1	2.00491894324988e-07	1	0.193322573350853	1	4.52238391282865e-05	7.36801016493753e-19	2.04475296074339e-59	1	1	1	1	1.14162208982186e-18	1	2.197455780808e-31	1	1	1	1	1	1	0.172163127792472	3.72486876209364e-16	1	1	1	1.33797888674046e-24	1	0.0767064512193855	3.81236208669395e-27	2.65399603389887e-07	2.06331001500719e-13	1.25093545523329e-11	1	7.36417474308385e-11	1	0.00035172457654749	1	5.31193525080114e-25	1	0.219140385637244	9.90476721956959e-09
"Epithelial cell signaling in Helicobacter pylori infection"	1	0.00207367184344549	0.000909505557857956	4.50584305164165e-08	1	1	0.479070400693639	0.0216209406860753	0.0001350564194771	1	4.86161874966766e-05	1	1	1	0.134572781222346	1.36763210246071e-07	0.0248865762544983	1	1	1	0.134934541822095	0.518148413292278	1	1	0.346571070580561	1	8.65550219178151e-14	1.30714504830636e-08	0.000106171488546484	1	7.2141303819791e-35	0.000324569813156462	1	0.110670088928999	1.85683815469949e-05	1	1	0.321020489173994	1	0.0360992075820663	0.554158927636923	0	5.34072861185285e-08	1.41208386991277e-09	0.00308909349664228	0.000846480762158263	0.158783847002966	1	0.0767940645307052	2.24566992770178e-09	1	1	1	1	0.945992099863406	1	0.157207189026235	0.540007771566162	0.912554695867098	1.35124310058678e-05	1.47980104792484e-07	0.663670578339121	1	1.19735463311092e-05	0.183505930518739	1.2319480501201e-09	1	1	0.297073819212539	1	1	0.0176991485133495	1	1.64036247966794e-13	7.42407441034709e-18	1	0.0490353420609282	0.517947389963753	1	1	0.831975017144328	0.658351880508205	5.05790905580168e-09	0.793584745088844	0.873763347651938	0.60039175771018	1.14520553206967e-06	1	7.74753726709656e-20	0.336829321902137	1	1	0.418793641087375	0.418793641087375	0.000321388447500773	0.000369904285642477	1	1	0.475084972937382	1	0.111605440150606	1	0.000628849311346229	1	1	1.19492402195554e-12	1	1	1	4.15980002636311e-19	0.00164819243671188	1	1	1	2.53818533353331e-12	1	1	1	0.00408964390603431	3.45755346336008e-15	8.15765071653633e-09	1	0.00548419885415896	1	1	1	1.71370437931337e-06	1.54040478260159e-36	0.319851097925513	0.0804043451765403
"ErbB signaling pathway"	1	2.68691717931122e-41	0.0152006515959315	0.000292909591476728	1.43600180029844e-14	1	0.420172035301934	6.62077621792772e-07	0.652086218930634	1	9.13082246612963e-08	1	1	1	2.11830033267322e-09	3.50004335021582e-27	1.36592791150422e-18	0.665759369409193	1	1	4.51064374404397e-16	3.41322890574909e-05	1.39227832715443e-11	1	1	0.105167912774374	5.23985839011407e-13	5.35500249895656e-24	5.66725697159861e-53	1	1	4.23866845327482e-28	1	0.97087580239411	1	1	1	1.30098372448139e-08	1	0.018090996751411	4.24475594946082e-42	5.34072861185285e-08	0	1.38344786573636e-34	1.01559262591581e-22	6.20787545714875e-42	5.59900258260746e-13	0.000542501840457402	2.5604082239532e-60	9.05427178648095e-25	1	0.672395365498056	1	1	1	1	4.3652382770329e-44	1	6.90738770111859e-12	0.0144044611410476	4.30969371656722e-08	4.86665893263774e-10	6.40089985962994e-15	1	1	5.30383509551928e-18	1	5.72511631155256e-11	2.53252003453153e-26	1	7.36801016493742e-19	4.04478807484885e-26	1	1.23483568925887e-47	0.00694681160948487	1	1.41762728405414e-47	1	1	0.953763584561557	0.00659563243889107	0.747682540324035	4.13766261987294e-28	0.317818932189273	1	0.0276970170165984	7.62290416651964e-38	1	1	1.99272907381543e-09	1	1	1	0.000527321213777992	3.05400986167812e-18	6.2032726829633e-36	1	1	0.41570221369002	1	8.19466735230005e-20	1	5.0251857042772e-44	1	1	0.161909191198473	1	1	0.253282610670957	2.85537361368311e-05	4.47206710745188e-10	1	1	1	1.02389378256559e-40	1	0.0248255955065841	2.04797023037557e-09	0.000248877903296496	1.05133684124118e-16	4.31221280701434e-10	1	8.58511630144249e-14	0.517111109375251	7.4294191621707e-05	1	3.35227142749342e-30	0.00449449976268612	0.435168605751093	5.69256011076742e-06
"Fc epsilon RI signaling pathway"	1	1.19028633663865e-24	0.00199470743829286	0.00015983374467697	1.10171376849733e-13	0.0334828435334544	0.581103776688529	2.23787620417129e-07	3.2735542810532e-06	0.761167559560894	2.71631462272638e-09	1	5.25198046196157e-08	0.256440679878388	0.000412924053780828	1.41066050657276e-42	4.37681070315799e-06	1	1	1	5.10522235478378e-07	0.39164161035367	4.23662395947244e-12	1	1	1	9.32289204496106e-19	1.12430009025729e-20	5.36224657983895e-24	1	1	2.81432375483403e-24	1	0.335810337361496	1	0.811780195428404	1	1.61067594193191e-07	1	0.976972056634629	2.51443467024106e-26	1.41208386991277e-09	1.38344786573633e-34	0	5.76642059541809e-40	2.95315243831976e-22	3.6146657462098e-09	0.381283171893525	2.14538340397772e-30	1.23147964791317e-49	0.548130107253733	1	0.0204174355967071	1	1	0.78600872880113	6.44334128000094e-21	0.223304436477561	1.02043410876983e-11	4.9117289279575e-06	2.85076754851697e-16	4.50606591228636e-31	3.00301245033487e-07	1	0.602068872285515	2.32521942871926e-38	1	1.01867098488762e-05	2.49348881609945e-18	1	2.38303080537049e-12	4.66419735449499e-35	1	5.99145520887845e-35	9.12795764601825e-08	1	4.56992754299838e-33	1	1	1	0.144296291032855	1	6.36911913108866e-23	3.16102736387351e-15	1	0.283039916565177	8.11722737148036e-17	1	0.945472964809051	5.74278116357887e-10	1	1	0.468061260639079	0.000336552486832201	5.09677264539671e-22	2.35314494669052e-20	1	1	0.346528903626159	1	9.54316488020821e-14	1	1.75359806532691e-24	1	1	3.03456905480629e-05	1	1	0.473679837803549	1.24961847832641e-07	1.82871578768711e-07	1	1	0.925194443649618	2.46883688683986e-46	1	0.192159893523811	4.93868171418121e-07	0.000110077222165397	1.97289145698409e-27	6.73109190704614e-42	0.564237884882951	2.03007226468371e-17	1	1.50428324467588e-21	1	2.30776636221062e-67	0.0169763989557632	0.0436772618564914	0.00502923210908919
